osID,title,tier,tier_label,health_related,disease_areas,primary_disease_area,nlp_classified,ai_classified,ai_confidence,nlp_mesh_evidence,classification_source
SSRE-KRISTALLIZATOR-PCG-N52K-CRYSTALLIZER-PCG-N52K-2,Crystallizing Biological Macromolecules and Obtaining Biocrystalline Films in Microgravity Conditions -PCG-N52K,3,Uncertain,True,Cancer; Rare inherited disorders; Endocrine and metabolic diseases; Neurological diseases,Cancer,False,True,0.6,,ai_low
SSRE-KRISTALLIZATOR-PCG-NADSOY-CRYSTALLIZER-PCG-NADSOY,Crystallizing Biological Macromolecules and Obtaining Biocrystalline Films in Microgravity Conditions -PCG-NADSoy,3,Uncertain,True,Cancer; Rare inherited disorders; Endocrine and metabolic diseases,Cancer,False,True,0.4,,ai_low
SSRE-KRISTALLIZATOR-PCG-PNP-CRYSTALLIZER-PCG-PNP,Crystallizing Biological Macromolecules and Obtaining Biocrystalline Films in Microgravity Conditions -PCG-PNP,3,Uncertain,True,Cancer; Rare inherited disorders; Endocrine and metabolic diseases; Neurological diseases,Cancer,False,True,0.6,,ai_low
SSRE-KRISTALLIZATOR-PCG-PP-CRYSTALLIZER-PCG-PP,Crystallizing Biological Macromolecules and Obtaining Biocrystalline Films in Microgravity Conditions -PCG-PP,3,Uncertain,True,Cancer; Rare inherited disorders; Endocrine and metabolic diseases; Neurological diseases,Cancer,False,True,0.6,,ai_low
SSRE-KRISTALLIZATOR-PCG-PPAT-1-CRYSTALLIZER-PCG-PPAT-1,Crystallizing Biological Macromolecules and Obtaining Biocrystalline Films in Microgravity Conditions -PCG-PPAT-1,3,Uncertain,True,Cancer; Rare inherited disorders; Endocrine and metabolic diseases; Neurological diseases,Cancer,False,True,0.6,,ai_low
SSRE-KRISTALLIZATOR-PCG-PPAT-2-CRYSTALLIZER-PCG-PPAT-2,Crystallizing Biological Macromolecules and Obtaining Biocrystalline Films in Microgravity Conditions -PCG-PPAT-2,3,Uncertain,True,Cancer; Rare inherited disorders; Endocrine and metabolic diseases; Neurological diseases,Cancer,False,True,0.6,,ai_low
SSRE-KRISTALLIZATOR-PCG-PPE50-CRYSTALLIZER-PCG-PPE50,Crystallizing Biological Macromolecules and Obtaining Biocrystalline Films in Microgravity Conditions -PCG-PPE50,3,Uncertain,True,Cancer; Rare inherited disorders; Endocrine and metabolic diseases; Neurological diseases,Cancer,False,True,0.6,,ai_low
SSRE-KRISTALLIZATOR-PCG-PRPS-CRYSTALLIZER-PCG-PRPS,Crystallizing Biological Macromolecules and Obtaining Biocrystalline Films in Microgravity Conditions -PCG-PRPS,3,Uncertain,True,Cancer; Rare inherited disorders; Endocrine and metabolic diseases; Neurological diseases,Cancer,False,True,0.6,,ai_low
SSRE-KRISTALLIZATOR-PCG-SOD-CRYSTALLIZER-PCG-SOD,Crystallizing Biological Macromolecules and Obtaining Biocrystalline Films in Microgravity Conditions -PCG-SOD,3,Uncertain,True,Cancer; Neurological diseases; Cardiovascular diseases; Endocrine and metabolic diseases,Cancer,False,True,0.6,,ai_low
SSRE-KRISTALLIZATOR-PCG-TP-CRYSTALLIZER-PCG-TP,Crystallizing Biological Macromolecules and Obtaining Biocrystalline Films in Microgravity Conditions -PCG-TP,3,Uncertain,True,Cancer; Rare inherited disorders; Endocrine and metabolic diseases; Neurological diseases,Cancer,False,True,0.6,,ai_low
SSRE-KRISTALLIZATOR-PCG-TUZN-CRYSTALLIZER-PCG-TUZN,Crystallizing Biological Macromolecules and Obtaining Biocrystalline Films in Microgravity Conditions -PCG-TUZN,3,Uncertain,True,Cancer; Rare inherited disorders; Endocrine and metabolic diseases; Neurological diseases,Cancer,False,True,0.6,,ai_low
SSRE-KRISTALLIZATOR-PCG-UP-CRYSTALLIZER-PCG-UP,Crystallizing Biological Macromolecules and Obtaining Biocrystalline Films in Microgravity Conditions -PCG-UP,3,Uncertain,True,Cancer; Rare inherited disorders; Endocrine and metabolic diseases; Neurological diseases,Cancer,False,True,0.6,,ai_low
SSRE-KRISTALLIZATOR-PCG-XAA-PRO-CRYSTALLIZER-PCG-XAA-PRO,Crystallizing Biological Macromolecules and Obtaining Biocrystalline Films in Microgravity Conditions -PCG-Xaa-pro,3,Uncertain,True,Cancer; Rare inherited disorders; Endocrine and metabolic diseases; Neurological diseases,Cancer,False,True,0.6,,ai_low
SSRE-KRISTALLIZATOR-MODUL-1-FDG-CRYSTALLIZER-MODUL-1-FDG,Crystallizing Biological Macromolecules and Obtaining Biocrystalline Films in Microgravity Conditions -Modul-1-FDG,3,Uncertain,True,Cancer; Rare inherited disorders; Endocrine and metabolic diseases; Neurological diseases,Cancer,False,True,0.6,,ai_low
SSRE-KRISTALLIZATOR-MODUL-1-INSULIN-CRYSTALLIZER-MODUL-1-INSULIN,Crystallizing Biological Macromolecules and Obtaining Biocrystalline Films in Microgravity Conditions-Modul-1-Insulin,2,Probable,True,Endocrine and metabolic diseases,Endocrine and metabolic diseases,False,True,0.9,,ai_high
SSRE-KRISTALLIZATOR-MODUL-1-KPB-CRYSTALLIZER-MODUL-1-CPB,Crystallizing Biological Macromolecules and Obtaining Biocrystalline Films in Microgravity Conditions -Modul-1-KPB,3,Uncertain,True,Cancer; Rare inherited disorders; Endocrine and metabolic diseases; Neurological diseases,Cancer,False,True,0.6,,ai_low
SSRE-KRISTALLIZATOR-MODUL-1-PF-CRYSTALLIZER-MODUL-1-PPH,Crystallizing Biological Macromolecules and Obtaining Biocrystalline Films in Microgravity Conditions -Modul-1-PF,3,Uncertain,True,Cancer; Rare inherited disorders; Endocrine and metabolic diseases; Neurological diseases,Cancer,False,True,0.6,,ai_low
SSRE-KRISTALLIZATOR-MODUL-3-CRYSTALLIZER-MODUL-3,Crystallizing Biological Macromolecules and Obtaining Biocrystalline Films in Microgravity Conditions -Modul-3,3,Uncertain,True,Cancer; Rare inherited disorders; Endocrine and metabolic diseases; Neurological diseases,Cancer,False,True,0.6,,ai_low
SSRE-KRISTALLIZATOR-PCG-PYRNP-L,The Crystallizing Biological Macromolecules and Obtaining Biocrystalline Films in Microgravity Conditions Protien Crystal Growth PyrNP-L,3,Uncertain,True,Cancer; Rare inherited disorders; Endocrine and metabolic diseases,Cancer,False,True,0.6,,ai_low
SSRE-KRISTALLIZATSIA-PK-CRYSTALLIZATION-PK,Studying Plasma Dust Crystals and Liquids in Microgravity on the ISS RS - Kristallizatsia PK,0,Not health-related,False,,,False,False,0.75,,none
SSRE-KRITICHESKAYA-TOCHKA-PK-CRITICAL-POINT-PK,Studying Plasma Dust Crystals and Liquids in Microgravity on the ISS RS - Kriticheskaya Tochka-PK,0,Not health-related,False,,,False,False,0.75,,none
SSRE-KROMKA,Study of the Dynamics of Contaminating Substances Emission from Control Liquid Propellant Low-Thrust Jet Engines during Their Pulse Firings and Verification of the Effectiveness of Deflectors for the Protection of ISS External Surfaces from from Contamination,0,Not health-related,False,,,False,False,0.75,,none
SSRE-KULONOVSKI-KRISTAL-COULOMB-CRYSTAL,Study of the Dynamics of a System of Charged Particles in a Magnetic Field in Microgravity Conditions (Kulonovski Kristal (Coulomb Crystal)),0,Not health-related,False,,,False,False,0.75,,none
SSRE-KUWAIT-S-EXPERIMENT-E-COLI-C5,Kuwait&rsquo;s Experiment: Combating Climate Change Through Carbon Dioxide Consuming <em>Escherichia coli</em>,0,Not health-related,False,,,False,False,0.75,,none
SSRE-LABYRINTH,Evaluation of Vestibular Dysfunction Induced by a Long-term Stay in the ISS,2,Probable,True,Neurological diseases,Neurological diseases,False,True,0.9,,ai_high
SSRE-LACTOLEN,The Effects of Space Flight Factors on a Lactolen Producer Strain (Lactolen),3,Uncertain,True,Endocrine and metabolic diseases; Women's health,Endocrine and metabolic diseases,False,True,0.6,,ai_low
SSRE-LADA,LADA,0,Not health-related,False,,,False,False,0.75,,none
SSRE-LADA-VPU-P3R,"Validating Vegetable Production Unit (VPU) Plants, Protocols, Procedures and Requirements (P<sup>3</sup>R) Using Currently Existing Flight Resources",0,Not health-related,False,,,False,False,0.75,,none
SSRE-LANGMUIR-PROBE,Multi-Needle Langmuir Probe (m-NLP),0,Not health-related,False,,,False,False,0.75,,none
SSRE-LAPLACE,Laplace,0,Not health-related,False,,,False,False,0.75,,none
SSRE-LATENT-VIRUS,Incidence of Latent Virus Shedding During Space Flight,2,Probable,True,Cardiovascular diseases; Neurological diseases,Cardiovascular diseases,False,True,0.9,,ai_high
SSRE-LAYER-BY-LAYER-ASSEMBLY-OF-PROTEIN-BASED-ARTIFICIAL-RETINAS-IN-MICROGRAVITY,Layer-by-Layer Assembly of Protein-Based Artificial Retinas in Microgravity,2,Probable,True,Eye diseases,Eye diseases,False,True,0.95,,ai_high
SSRE-LDST,Long Duration Sorbent Testbed,0,Not health-related,False,,,False,False,0.75,,none
SSRE-LECTENNA,LED rectifying antenna demonstration,0,Not health-related,False,,,False,False,0.75,,none
SSRE-LEGO,Commercial Promotion of LEGO® Toys,0,Not health-related,False,,,False,False,0.75,,none
SSRE-LEGO-BRICKS,"LEGO® Bricks, formerly known as NLO-Education-2",0,Not health-related,False,,,False,False,0.75,,none
SSRE-LEOCLOUD-MDC,LEOcloud – Micro Datacenter&nbsp,0,Not health-related,False,,,False,False,0.75,,none
SSRE-LEOPARD,Light Intensity Experiment with On-orbit Positioning and Satellite Ranging Demonstration,0,Not health-related,False,,,False,False,0.75,,none
SSRE-LEOPARDSAT-1,Low Earth Orbit Platform for Aerospace Research and Development Satellite-1,0,Not health-related,False,,,False,False,0.75,,none
SSRE-LEUKIN-2,Role of Interleukin-2 Receptor in Signal Transduction and Gravisensing Threshold of T-Lymphocytes-2,2,Probable,True,Cancer; Rare inherited disorders; Endocrine and metabolic diseases,Cancer,False,True,0.8,,ai_high
SSRE-LIDAL,Light Ions Detector for ALTEA,2,Probable,True,Cancer; Neurological diseases; Eye diseases,Cancer,False,True,0.85,,ai_high
SSRE-LIDAL-AX-3,Light Ions Detector for ALTEA (Ax-3),2,Probable,True,Cancer; Neurological diseases; Eye diseases,Cancer,False,True,0.75,,ai_high
SSRE-LIGHT-1,"Detection, Monitoring, and Study of Terrestrial Gamma Ray Flashes (TGRF) in Low Earth Orbit Using a Rapid Acquisition Atmospheric Detector (RAAD) Consisting of Photo-multiplier Tubes (PMT) and Silicon Photo-multipliers (SiPM)",0,Not health-related,False,,,False,False,0.75,,none
SSRE-LIGHTCUBE,LightCube CubeSat,0,Not health-related,False,,,False,False,0.75,,none
SSRE-LIGHTING-EFFECTS,"Testing Solid State Lighting Countermeasures to Improve Circadian Adaptation, Sleep, and Performance During High Fidelity Analog and Flight Studies for the International Space Station",2,Probable,True,Mental health,Mental health,False,True,0.9,,ai_high
SSRE-LIGNOSAT,LignoSat,0,Not health-related,False,,,False,False,0.75,,none
SSRE-LIQUID-BEHAVIOR,Observation of Liquid Behavior in Partial G Environment,0,Not health-related,False,,,False,False,0.75,,none
SSRE-LIRIS-DEMONSTRATROR,LIRIS Demonstratror,0,Not health-related,False,,,False,False,0.75,,none
SSRE-LISS,Large in Space Server,0,Not health-related,False,,,False,False,0.75,,none
SSRE-LMM-BIOPHYSICS-1,The Effect of Macromolecular Transport of Microgravity Protein Crystallization,3,Uncertain,True,Cancer; Rare inherited disorders; Endocrine and metabolic diseases; Neurological diseases,Cancer,False,True,0.6,,ai_low
SSRE-LMM-BIOPHYSICS-2,LMMBIO-2,0,Not health-related,False,,,False,False,0.75,,none
SSRE-LMM-BIOPHYSICS-3,Growth Rate Dispersion as a Predictive Indicator for Biological Crystal Samples Where Quality Can be Improved with Microgravity Growth,3,Uncertain,True,Cancer; Rare inherited disorders; Cardiovascular diseases; Endocrine and metabolic diseases,Cancer,False,True,0.6,,ai_low
SSRE-LMM-BIOPHYSICS-4,The Effect of Macromolecular Transport of Microgravity Protein Crystallization,3,Uncertain,True,Cancer; Rare inherited disorders; Endocrine and metabolic diseases; Neurological diseases,Cancer,False,True,0.6,,ai_low
SSRE-LMM-BIOPHYSICS-5,Solution Convection and the Nucleation Precursors in Protein Crystallization,0,Not health-related,False,,,False,False,0.75,,none
SSRE-LMM-BIOPHYSICS-6,Growth Rate Dispersion as a Predictive Indicator for Biological Crystal Samples Where Quality Can be Improved with Microgravity Growth,3,Uncertain,True,Cancer; Rare inherited disorders; Cardiovascular diseases; Endocrine and metabolic diseases,Cancer,False,True,0.6,,ai_low
SSRE-LOCAD-PTS,Lab-on-a-Chip Application Development-Portable Test System,0,Not health-related,False,,,False,False,0.75,,none
SSRE-LOCAD-PTS-EXPLORATION,Lab-on-a-Chip Application Development-Portable Test System - Exploration,3,Uncertain,True,Cardiovascular diseases; Kidney diseases; Endocrine and metabolic diseases,Cardiovascular diseases,False,True,0.3,,ai_low
SSRE-LONESTAR,Low Earth Orbiting Navigation Experiment for Spacecraft Testing Autonomous Rendezvous and Docking,0,Not health-related,False,,,False,False,0.75,,none
SSRE-LONG-DURATION-CYGNUS-DEMONSTRATION-FLIGHT,Demonstration of Control Moment Gyroscopes (CMGs) on the Northrop Grumman Cygnus to Enable Long-Duration Flights in Low Earth Orbit (LEO),0,Not health-related,False,,,False,False,0.75,,none
SSRE-LUCY,Commercial Microgravity Protein Crystallization Services Development,3,Uncertain,True,Cancer; Rare inherited disorders; Endocrine and metabolic diseases; Neurological diseases,Cancer,False,True,0.6,,ai_low
SSRE-LUMBAR-PAIN-IN-SPACE,Lumbar Pain in Space,0,Not health-related,False,,,False,True,0.95,,none
SSRE-LUMINA,Fiber-optic Active Dosimeter,2,Probable,True,Cancer; Cardiovascular diseases; Neurological diseases,Cancer,False,True,0.85,,ai_high
SSRE-LUNG-HOST-DEFENSE-IN-MICROGRAVITY,Lung Host Defense in Microgravity,2,Probable,True,,,False,True,0.75,,ai_high
SSRE-LUNG-TISSUE,The Effect of Microgravity on Stem Cell Mediated Recellularization,2,Probable,True,Cardiovascular diseases; Kidney diseases; Musculoskeletal diseases; Endocrine and metabolic diseases,Cardiovascular diseases,False,True,0.75,,ai_high
SSRE-LUX-IN-SPACE,Kinetics of Enzymatic Repair Reactions after Irradiation under Microgravity by use of a Rapid Bioluminescence-based Bacterial Genotoxicity Assay,2,Probable,True,Cancer; Rare inherited disorders,Cancer,False,True,0.85,,ai_high
SSRE-LYOPHILIZATION-2,Lyophilization-2 in Microgravity,0,Not health-related,False,,,False,False,0.75,,none
SSRE-MABE,Microheater Array Boiling Experiment,0,Not health-related,False,,,False,False,0.75,,none
SSRE-MACE-II,Middeck Active Control Experiment-II,0,Not health-related,False,,,False,False,0.75,,none
SSRE-MADE-IN-SPACE-RECYCLER,Made In Space - Recycler,0,Not health-related,False,,,False,False,0.75,,none
SSRE-MADE-IN-SPACE-FIBER-OPTICS,Optical Fiber Production in Microgravity,0,Not health-related,False,,,False,False,0.75,,none
SSRE-MAGN-GRW08,ExoLab 11 Substrate Optimization for Autonomous Plant Development in Microgravity,0,Not health-related,False,,,False,False,0.75,,none
SSRE-MAGNETIC-3D-CELL-CULTURING,Magnetic 3D Cell Culture for Biological Research in Microgravity,2,Probable,True,Cancer; Cardiovascular diseases; Musculoskeletal diseases; Neurological diseases; Endocrine and metabolic diseases,Cancer,False,True,0.7,,ai_high
SSRE-MAGVECTOR,MagVector,0,Not health-related,False,,,False,False,0.75,,none
SSRE-MAI-75,Spacecraft and Modern Technologies for Personal Communications (MAI-75),0,Not health-related,False,,,False,False,0.75,,none
SSRE-MALTING-ABI-VOYAGER-BARLEY-SEEDS-IN-MICROGRAVITY,Malting ABI Voyager Barley Seeds in Microgravity,0,Not health-related,False,,,False,False,0.75,,none
SSRE-MANUAL-CONTROL,Assessment of Operator Proficiency Following Long-Duration Space Flight,2,Probable,True,Neurological diseases; Musculoskeletal diseases; Mental health,Neurological diseases,False,True,0.85,,ai_high
SSRE-MANUAL-PILOTING,Manual Crew Override of Vehicle Landings Following G-Transitions,2,Probable,True,Cardiovascular diseases; Neurological diseases,Cardiovascular diseases,False,True,0.8,,ai_high
SSRE-MANUFACTURING-OF-SEMICONDUCTORS-AND-THIN-FILM-INTEGRATED-COATINGS-MSTIC,Manufacturing of Semiconductors and Thin-Film Integrated Coatings (MSTIC),0,Not health-related,False,,,False,False,0.75,,none
SSRE-MAO-EYE,Spaceflight Environment Induces Remodeling of Vascular Network and Glia-vascular Communication in Mouse Retina,2,Probable,True,Cardiovascular diseases; Neurological diseases; Eye diseases,Cardiovascular diseases,False,True,0.9,,ai_high
SSRE-MARANGONI-EXP,"Chaos, Turbulence and its Transition Process in Marangoni Convection-Exp",0,Not health-related,False,,,False,False,0.75,,none
SSRE-MARANGONI-UVP,Spatio-temporal Flow Structure in Marangoni Convection,0,Not health-related,False,,,False,False,0.75,,none
SSRE-MARCONISSTA,MarconISSta,0,Not health-related,False,,,False,False,0.75,,none
SSRE-MARIO,Measurement of Actuation Response In Orbit,0,Not health-related,False,,,False,False,0.75,,none
SSRE-MARITIME-AWARENESS,Global AIS on Space Station (GLASS),0,Not health-related,False,,,False,False,0.75,,none
SSRE-MARROW,The MARROW study (Bone Marrow Adipose Reaction: Red Or White?),2,Probable,True,Musculoskeletal diseases,Musculoskeletal diseases,False,True,0.9,,ai_high
SSRE-MARVIN-PCIM,Microgravity Research for Versatile Investigations-Phase Change in Mixtures,0,Not health-related,False,,,False,False,0.75,,none
SSRE-MARVIN-TABOOS,Microgravity Research for Versatile Investigations-Thermophoretic And Brownian Optical Observation System,0,Not health-related,False,,,False,False,0.75,,none
SSRE-MASSOPERENOS-MASS-TRANSFER,Study of Mass-Exchange Properties of Capillary-Porous Bodies (Root Habitable Media) in Spaceflight Conditions (Massoperenos,0,Not health-related,False,,,False,False,0.75,,none
SSRE-MATI-75,Demonstrating the Effect of Restoring the Form of Billets Made of Cellular Polymer Materials (MATI-75),0,Not health-related,False,,,False,False,0.75,,none
SSRE-MATISS,Microbial Aerosol Tethering on Innovative Surfaces in the International Space Station,3,Uncertain,True,Rare inherited disorders,Rare inherited disorders,False,True,0.35,,ai_low
SSRE-MATISS-4,Microbial Aerosol Tethering on Innovative Surfaces in the ISS - 4,3,Uncertain,True,Rare inherited disorders,Rare inherited disorders,False,True,0.35,,ai_low
SSRE-MATRITSA-Z1-MATRIX-Z1,Study of the Condition of CCD Matrices of Video Cameras On-Board ISS,0,Not health-related,False,,,False,False,0.75,,none
SSRE-MATROSHKA-1,Matroshka-1,2,Probable,True,Cancer,Cancer,False,True,0.85,,ai_high
SSRE-MATROYSHKA-R-DETERMINATION-OF-THE-ABSORBED-DOSE-OF-RADIATION,Studying the Variations of the Radiation Environment Along the Flight Path and in Compartments of the International Space Station and Time History of Dose Accumulation in a Spherical and Torso Phantoms Located Inside and Outside the Station -Determination of the Absorbed Dose of Radiation(Matroyshka-R Determination of the Absorbed Dose of Radiation),2,Probable,True,Cancer; Cardiovascular diseases; Neurological diseases; Eye diseases,Cancer,False,True,0.95,,ai_high
SSRE-MATROYSHKA-R-INVESTIGATIONS-OF-RADIATION-FIELDS-IN-SPACE,Studying the Variations of the Radiation Environment Along the Flight Path and in Compartments of the International Space Station and Time History of Dose Accumulation in a Spherical and Torso Phantoms Located Inside and Outside the Station-Investigations of Radiation Fields in Space (Matroyshka-R Investigations of Radiation Fields in Space),2,Probable,True,Cancer; Cardiovascular diseases; Neurological diseases; Eye diseases,Cancer,False,True,0.95,,ai_high
